completiondate,performed,invoicedate,invoiceid,workorderid,amount,workcode,address,city,zip
03/24/26,INASB11,03/24/26,ASOFFICE20260324,353825379,0,FII,"4070  COUNTY ROAD 38",AUBURN,46706
03/24/26,INASB11,03/24/26,ASOFFICE20260324,353825793,0,FII,"4815  TIROL PASS","FORT WAYNE",46835
03/24/26,INASB11,03/24/26,ASOFFICE20260324,353828517,0,DFI,"822  LEMONWOOD CT","FORT WAYNE",46825
03/24/26,INASB11,03/24/26,ASOFFICE20260324,353829764,0,USFI,"214  WALNUT ST",BUTLER,46721
03/24/26,INASB11,03/24/26,ASOFFICE20260324,353829935,0,USFI,"5214  EICHER DR","FORT WAYNE",46835
03/24/26,INASB11,03/24/26,ASOFFICE20260324,353833305,0,DFI,"15528  CROMWILLOW CT",HUNTERTOWN,46748
03/24/26,INASB11,03/24/26,ASOFFICE20260324,353834440,0,DFI,"5408  ARCHWOOD LANE","FORT WAYNE",46825
03/24/26,INASB11,03/24/26,ASOFFICE20260324,353836407,0,DFI,"25    N ARTHUR CT",HAMILTON,46742
03/24/26,INASB11,03/24/26,ASOFFICE20260324,353841361,0,FI,"601  W HOUSTON ST",GARRETT,46738
03/24/26,INASB11,03/24/26,ASOFFICE20260324,353841378,0,FI,"520W KING ST",GARRETT,46738
03/24/26,INASB11,03/24/26,ASOFFICE20260324,353841930,0,E3RNN,"308 CLYDE AVE",ANGOLA,46703
03/24/26,INASB11,03/24/26,ASOFFICE20260324,353843900,0,FI,"1407  URBAN AVE",AUBURN,46706
03/24/26,INASB11,03/24/26,ASOFFICE20260324,353844160,0,FI,"11124   MILLWOOD CT","FORT WAYNE",46845
03/24/26,INASB11,03/24/26,ASOFFICE20260324,353846166,0,FI,"13689   COPPER STRIKE PASS","FORT WAYNE",46845
03/24/26,INASB11,03/24/26,ASOFFICE20260324,353853047,0,DF1,"603W NORTH ST",FREMONT,46737
03/24/26,INASB11,03/24/26,ASOFFICE20260324,353853373,0,DF1,"606   E KEYSER ST",GARRETT,46738
03/24/26,INASB11,03/24/26,ASOFFICE20260324,353855137,0,DFI,"6015    DARTMOUTH DR","FORT WAYNE",46825
03/24/26,INASB11,03/24/26,ASOFFICE20260324,353861449,0,FI,"6819 Embers Ct","Fort Wayne",46815
03/24/26,INASB11,03/24/26,ASOFFICE20260324,353861925,0,FI,"205 Chisholm Pl","Fort Wayne",46825
03/24/26,INASB11,03/24/26,ASOFFICE20260324,353862562,0,FI,"16663 Hatstick Ct","Fort Wayne",46845
03/24/26,INASB11,03/24/26,ASOFFICE20260324,353863834,0,FI,"828 Lemonwood Ct","Fort Wayne",46825
03/24/26,INASB11,03/24/26,ASOFFICE20260324,353864950,0,WAFIDC,"1909 S MAIN ST",KENDALLVILLE,46755
03/24/26,INASB11,03/24/26,ASOFFICE20260324,353865842,0,FII,"1218 Foxmoor Run","Fort Wayne",46825
03/24/26,INASB11,03/24/26,ASOFFICE20260324,353865888,0,E3RNN,"422 DEPOT ST",BUTLER,46721
03/24/26,INASB11,03/24/26,ASOFFICE20260324,353866434,0,FII,"602 S Wayne St",Hamilton,46742
03/24/26,INASB11,03/24/26,ASOFFICE20260324,353866869,0,E3RNN,"2903 VANCE AVE","FORT WAYNE",46805
03/24/26,INASB11,03/24/26,ASOFFICE20260324,353868026,0,FI,"535  HALLDALE DR","FORT WAYNE",46845
03/24/26,INASB11,03/24/26,ASOFFICE20260324,353869251,0,E3RNN,"3170 W SYCAMORE BEACH RD",ANGOLA,46703
03/24/26,INASB11,03/24/26,ASOFFICE20260324,353870003,0,E3RNN,"1722 SPROTT ST",AUBURN,46706
03/24/26,INASB11,03/24/26,ASOFFICE20260324,353873004,0,FI,"3753    BRUNEAL ST","FORT WAYNE",46815
03/24/26,INASB11,03/24/26,ASOFFICE20260324,353883580,0,FI,"203S WAYNE ST",FREMONT,46737
03/24/26,INASB463,03/24/26,ASOFFICE20260324,353548535,0,E3RNN,"18625 STATE ROAD 331",TIPPECANOE,46570
03/24/26,INASB463,03/24/26,ASOFFICE20260324,353555732,0,E3RNN,"18476 LATONKA TRL",CULVER,46511
03/24/26,INASB463,03/24/26,ASOFFICE20260324,353616946,0,E3RNN,"10430 E 600 N",GROVERTOWN,46531
03/24/26,INASB463,03/24/26,ASOFFICE20260324,353691942,0,DF1,"5095 E Summerholme Dr",Knox,46534
03/24/26,INASB463,03/24/26,ASOFFICE20260324,353739461,0,E3RNN,"1306 KILBOURN ST",ELKHART,46514
03/24/26,INASB463,03/24/26,ASOFFICE20260324,353740517,0,FIGRAS,"313 CENTER STREET",BOURBON,46504
03/24/26,INASB463,03/24/26,ASOFFICE20260324,353741637,0,FIB,"1639  SR 10",BOURBON,46504
03/24/26,INASB463,03/24/26,ASOFFICE20260324,353743643,0,USFI,"2025  GARBA DR N",GROVERTOWN,46531
03/24/26,INASB463,03/24/26,ASOFFICE20260324,353756224,0,E3RNN,"304 CLYMAX ST",CULVER,46511
03/24/26,INASB463,03/24/26,ASOFFICE20260324,353770519,0,FII,"109 S Maple St",Argos,46501
03/24/26,INASB463,03/24/26,ASOFFICE20260324,353778792,0,FI,"2990E 17A RD",TIPPECANOE,46570
03/24/26,INASB463,03/24/26,ASOFFICE20260324,353780166,0,DF1,"1315 N Malibu St",Knox,46534
03/24/26,INASB463,03/24/26,ASOFFICE20260324,353780944,0,FI,"10780  LINCOLN HWY",PLYMOUTH,46563
03/24/26,INASB463,03/24/26,ASOFFICE20260324,353782517,0,USFI,"801S MAIN ST",KNOX,46534
03/24/26,INASB463,03/24/26,ASOFFICE20260324,353806526,0,FII,"508N BOURBON ST",BOURBON,46504
03/24/26,INASB463,03/24/26,ASOFFICE20260324,353810669,0,WFFIF,"314  AIRWAY DR",KNOX,46534
03/24/26,INASB463,03/24/26,ASOFFICE20260324,353810834,0,WFFIF,"11976 W 745 N",MIDDLEBURY,46540
03/24/26,INASB463,03/24/26,ASOFFICE20260324,353827529,0,DFI,"307E JEFFERSON ST",BOURBON,46504
03/24/26,INASB463,03/24/26,ASOFFICE20260324,353827956,0,DF1,"12833  WALNUT HILL DR",LAKEVILLE,46536
03/24/26,INASB463,03/24/26,ASOFFICE20260324,353829093,0,DFI,"308     MILL ST",MIDDLEBURY,46540
03/24/26,INASB463,03/24/26,ASOFFICE20260324,353843721,0,FII,"603E LAKE ST",KNOX,46534
03/24/26,INASB463,03/24/26,ASOFFICE20260324,353843799,0,FI,"1920  ROYS AVE",ELKHART,46516
03/24/26,INASB463,03/24/26,ASOFFICE20260324,353843931,0,FI,"212W ADAMS ST",PLYMOUTH,46563
03/24/26,INASB463,03/24/26,ASOFFICE20260324,353844194,0,FI,"23352   SURREY LN",ELKHART,46517
03/24/26,INASB463,03/24/26,ASOFFICE20260324,353845052,0,FIB,"1744    N BAY DR",ELKHART,46514
03/24/26,INASB463,03/24/26,ASOFFICE20260324,353854005,0,DF1,"4780    DEBORAH LN",PLYMOUTH,46563
03/24/26,INASB463,03/24/26,ASOFFICE20260324,353860827,0,FI,"1068 Lincolnway E",Plymouth,46563
03/24/26,INASB463,03/24/26,ASOFFICE20260324,353861212,0,FII,"1638 Garden St",Elkhart,46514
03/24/26,INASB463,03/24/26,ASOFFICE20260324,353863038,0,FII,"59781  COUNTY RD 113",ELKHART,46517
03/24/26,INASB463,03/24/26,ASOFFICE20260324,353863238,0,FII,"606 Heritage Dr",Middlebury,46540
03/24/26,INASB463,03/24/26,ASOFFICE20260324,353863768,0,FII,"501 CAPRICE DR",MIDDLEBURY,46540
03/24/26,INASB463,03/24/26,ASOFFICE20260324,353867363,0,FII,"21899 Suburban Dr",Elkhart,46516
03/24/26,INASB463,03/24/26,ASOFFICE20260324,353871796,0,FI,"10019  UPAS RD",PLYMOUTH,46563
03/24/26,INASB463,03/24/26,ASOFFICE20260324,353873213,0,FI,"23621  COUNTY RD 45",ELKHART,46516
03/24/26,INASB463,03/24/26,ASOFFICE20260324,353873402,0,FII,"58750   CHASE TRL",ELKHART,46516
03/24/26,INASB463,03/24/26,ASOFFICE20260324,353876465,0,WFFIF,"58648  MISSISSIPPI ST",ELKHART,46516
03/24/26,INASB463,03/24/26,ASOFFICE20260324,353879698,0,FI,"1625 Strong Ave",Elkhart,46514
03/24/26,INASB463,03/24/26,ASOFFICE20260324,353880266,0,FII,"2333 18th Rd",Tippecanoe,46570
03/24/26,INASB463,03/24/26,ASOFFICE20260324,353883964,0,FI,"2735 S 1150 E",CULVER,46511
03/24/26,INASB463,03/24/26,ASOFFICE20260324,353898575,0,FII,"4240  E 200 S",KNOX,46534
03/24/26,INASB465,03/24/26,ASOFFICE20260324,353832374,0,DF1,"58545  HEATHER POINTE DR",OSCEOLA,46561
03/24/26,INASB465,03/24/26,ASOFFICE20260324,353839812,0,E3RNN,"506 S 24TH ST","SOUTH BEND",46615
03/24/26,INASB465,03/24/26,ASOFFICE20260324,353843518,0,FII,"23037  GROVE ST","SOUTH BEND",46628
03/24/26,INASB465,03/24/26,ASOFFICE20260324,353843937,0,FI,"6705  MACKEY CT","SOUTH BEND",46614
03/24/26,INASB465,03/24/26,ASOFFICE20260324,353847031,0,FI,"2213    PROSPECT ST","SOUTH BEND",46613
03/24/26,INASB465,03/24/26,ASOFFICE20260324,353847495,0,FII,"2605    CORBY BLVD","SOUTH BEND",46615
03/24/26,INASB465,03/24/26,ASOFFICE20260324,353850010,0,FII,"2205  S LAFAYETTE BLVD","SOUTH BEND",46613
03/24/26,INASB465,03/24/26,ASOFFICE20260324,353850704,0,FI,"1024  S LOMBARDY DR","SOUTH BEND",46619
03/24/26,INASB465,03/24/26,ASOFFICE20260324,353852476,0,WFWKYF,"3214 HILLTOP DR","SOUTH BEND",46614
03/24/26,INASB465,03/24/26,ASOFFICE20260324,353852827,0,DF1,"2217    FRANKLIN ST","SOUTH BEND",46613
03/24/26,INASB465,03/24/26,ASOFFICE20260324,353854379,0,DF1,"1208    RUSH ST","SOUTH BEND",46601
03/24/26,INASB465,03/24/26,ASOFFICE20260324,353858018,0,FI,"507 W Broadway St",Mishawaka,46545
03/24/26,INASB465,03/24/26,ASOFFICE20260324,353869103,0,E26RRN,"709 S 24th St","South Bend",46615
03/24/26,INASB465,03/24/26,ASOFFICE20260324,353869623,0,FIGRAS,"1919 S CARLISLE ST","SOUTH BEND",46613
03/24/26,INASB465,03/24/26,ASOFFICE20260324,353873910,0,WFFIF,"2113 S WARREN ST","SOUTH BEND",46613
03/24/26,INASB465,03/24/26,ASOFFICE20260324,353875414,0,WFFIF,"1022 S 21ST ST","SOUTH BEND",46615
03/24/26,INASB465,03/24/26,ASOFFICE20260324,353875454,0,WFFIF,"1209  PYLE AVE","SOUTH BEND",46615
03/24/26,INASB465,03/24/26,ASOFFICE20260324,353875465,0,WFFIF,"335 S BROOK AVE",MISHAWAKA,46544
03/24/26,NCASB280,03/24/26,ASOFFICE20260324,353547764,0,E3RNN,"152 QUINCE RD",CASAR,28020
03/24/26,NCASB280,03/24/26,ASOFFICE20260324,353577509,0,E3RNN,"1115 AVERY RD",MORGANTON,28655
03/24/26,NCASB280,03/24/26,ASOFFICE20260324,353597462,0,FI,"349 LIBERTY HILL CHURCH RD","UNION MILLS",28167
03/24/26,NCASB280,03/24/26,ASOFFICE20260324,353607867,0,E3RNN,"111 PAYNE ST","GLEN ALPINE",28628
03/24/26,NCASB280,03/24/26,ASOFFICE20260324,353608244,0,E3RNN,"1901 US 70 E",MORGANTON,28655
03/24/26,NCASB280,03/24/26,ASOFFICE20260324,353741998,0,FI,"5201  WHITESIDES RD",BOSTIC,28018
03/24/26,NCASB280,03/24/26,ASOFFICE20260324,353764634,0,FI,"223 HORSE SHOE LN",MORGANTON,28655
03/24/26,NCASB280,03/24/26,ASOFFICE20260324,353764672,0,FI,"1695 HIGHTIMBER CT",MORGANTON,28655
03/24/26,NCASB280,03/24/26,ASOFFICE20260324,353780706,0,FI,"4050  JUNIOR HENRY ST",MORGANTON,28655
03/24/26,NCASB280,03/24/26,ASOFFICE20260324,353780720,0,FI,"1466  US HWY 70 W",MORGANTON,28655
03/24/26,NCASB280,03/24/26,ASOFFICE20260324,353797955,0,FI,"1501E CHURCH STREET",CHERRYVILLE,28021
03/24/26,NCASB280,03/24/26,ASOFFICE20260324,353799966,0,FI,"227 RICE ST",MORGANTON,28655
03/24/26,NCASB280,03/24/26,ASOFFICE20260324,353807127,0,FI,"796     LEDBETTER RD",Spindale,28160
03/24/26,NCASB280,03/24/26,ASOFFICE20260324,353808497,0,FI,"120  DOGWOOD AVE SE",VALDESE,28690
03/24/26,NCASB280,03/24/26,ASOFFICE20260324,353809026,0,WFFIF,"113 WOODSIDE ST",MORGANTON,28655
03/24/26,NCASB280,03/24/26,ASOFFICE20260324,353812857,0,WFFIF,"713  DIXIE AVE NW",VALDESE,28690
03/24/26,NCASB280,03/24/26,ASOFFICE20260324,353825725,0,FII,"203     TROUT STREET","FOREST CITY",28043
03/24/26,NCASB280,03/24/26,ASOFFICE20260324,353826219,0,FII,"153      STONEWAY LN",RUTHERFORDTON,28139
03/24/26,NCASB280,03/24/26,ASOFFICE20260324,353826433,0,FII,"523      MORIAH CHURCH ROAD",CASAR,28020
03/24/26,NCASB280,03/24/26,ASOFFICE20260324,353830216,0,WFNCF,"1314  REDLAND DR",GASTONIA,28054
03/24/26,NCASB280,03/24/26,ASOFFICE20260324,353831329,0,WFNCF,"720  FALLS FERGUSON RD",GASTONIA,28052
03/24/26,NCASB280,03/24/26,ASOFFICE20260324,353831680,0,FII,"203S MAIN ST",RUTHERFORDTON,28139
03/24/26,NCASB280,03/24/26,ASOFFICE20260324,353831779,0,FI,"115  BETHEL ST",MORGANTON,28655
03/24/26,NCASB280,03/24/26,ASOFFICE20260324,353831952,0,FI,"437  ROY EAKER",CHERRYVILLE,28021
03/24/26,NCASB280,03/24/26,ASOFFICE20260324,353848107,0,DF1,"105     ALEXIA LN",GROVER,28073
03/24/26,NCASB280,03/24/26,ASOFFICE20260324,353848919,0,FII,"513     RECTOR AVE SE",VALDESE,28690
03/24/26,NCASB280,03/24/26,ASOFFICE20260324,353880165,0,DF1,"48 5TH CT",MORGONTON,28655
03/24/26,OHASB00,03/24/26,ASOFFICE20260324,353546862,0,E3RNN,"570 EDMOND RD",LOOKOUT,25868
03/24/26,OHASB00,03/24/26,ASOFFICE20260324,353547418,0,E3RNN,"9310 GATEWOOD RD",FAYETTEVILLE,25840
03/24/26,OHASB00,03/24/26,ASOFFICE20260324,353577376,0,E3RNN,"193 UPPER SUMMERLEE LOOP","OAK HILL",25901
03/24/26,OHASB00,03/24/26,ASOFFICE20260324,353598319,0,E3RNN,"4295 GATEWOOD RD",FAYETTEVILLE,25840
03/24/26,OHASB00,03/24/26,ASOFFICE20260324,353607514,0,E3RNN,"2381 EDMOND RD",LOOKOUT,25868
03/24/26,OHASB00,03/24/26,ASOFFICE20260324,353778299,0,FI,"124  LILLYBROOK LN","CRAB ORCHARD",25827
03/24/26,OHASB00,03/24/26,ASOFFICE20260324,353788290,0,DF1,"3609  SPRINGFIELD DR",CHARLESTON,25306
03/24/26,OHASB00,03/24/26,ASOFFICE20260324,353790343,0,DFI,"251  PARK DR",FAYETTEVILLE,25840
03/24/26,OHASB00,03/24/26,ASOFFICE20260324,353791987,0,DFI,"818  GEORGES CREEK",CHARLESTON,25306
03/24/26,OHASB00,03/24/26,ASOFFICE20260324,353792452,0,DFI,"14      ELM DR","MOUNT CARBON",25139
03/24/26,OHASB00,03/24/26,ASOFFICE20260324,353797379,0,FI,"413     23RD ST","OAK HILL",25901
03/24/26,OHASB00,03/24/26,ASOFFICE20260324,353802716,0,E3RNN,"7 KIMBERLY SCHOOL RD",KIMBERLY,25118
03/24/26,OHASB00,03/24/26,ASOFFICE20260324,353833373,0,DFI,"2859  LENS CREEK RD",HERNSHAW,25107
03/24/26,OHASB00,03/24/26,ASOFFICE20260324,353844104,0,FI,"417     DEEPWATER STATION RD","DEEP WATER",25057
03/24/26,OHASB00,03/24/26,ASOFFICE20260324,353844115,0,FI,"400     23RD ST","OAK HILL",25901
03/24/26,OHASB00,03/24/26,ASOFFICE20260324,353848134,0,FII,"344     CABIN CREEK ROAD","CABIN CREEK",25035
03/24/26,OHASB00,03/24/26,ASOFFICE20260324,353853922,0,DFI,"503     PRATT AVE",PRATT,25162
03/24/26,OHASB00,03/24/26,ASOFFICE20260324,353854022,0,DF1,"810     THUDERBIRD DR",CHARLESTON,25306
03/24/26,OHASB00,03/24/26,ASOFFICE20260324,353857117,0,LISTNG,"3341 W 5TH AVE",BELLE,25015
03/24/26,OHASB00,03/24/26,ASOFFICE20260324,353859136,0,E3RNN,"315 THOMPSON AVE","OAK HILL",25901
03/24/26,OHASB00,03/24/26,ASOFFICE20260324,353875372,0,WFFIF,"127  3RD ST",FAYETTEVILLE,25840
03/24/26,OHASB00,03/24/26,ASOFFICE20260324,353883745,0,FI,"123 3RD AVE","OAK HILL",25901
03/24/26,OHASB00,03/24/26,ASOFFICE20260324,353885311,0,E3RNN,"111 ABBOT WAY",FAYETTEVILLE,25840
03/24/26,OHASB00,03/24/26,ASOFFICE20260324,353896894,0,WFFIF,"403  23RD ST","OAK HILL",25901
03/24/26,OHASB06,03/24/26,ASOFFICE20260324,353647141,0,DF1,"6208  SYLVIA DR","BROOK PARK",44142
03/24/26,OHASB06,03/24/26,ASOFFICE20260324,353647625,0,DF1INT,"3005 HILLCREST AVE",CLEVELAND,44109
03/24/26,OHASB06,03/24/26,ASOFFICE20260324,353725017,0,FI,"3394    WOOSTER RD","ROCKY RIVER",44116
03/24/26,OHASB06,03/24/26,ASOFFICE20260324,353751873,0,USFI,"1314  IRVING AVE",CLEVELAND,44109
03/24/26,OHASB06,03/24/26,ASOFFICE20260324,353784036,0,DF1,"5955    SHERWOOD DR","NORTH OLMSTED",44070
03/24/26,OHASB06,03/24/26,ASOFFICE20260324,353785390,0,USFI,"4422W 48TH STREET",CLEVELAND,44144
03/24/26,OHASB06,03/24/26,ASOFFICE20260324,353796530,0,FI,"6440    SPRINGWOOD RD","PARMA HEIGHTS",44130
03/24/26,OHASB06,03/24/26,ASOFFICE20260324,353802751,0,E3RNN,"347 YAGER RD","NEW FRANKLIN",44216
03/24/26,OHASB06,03/24/26,ASOFFICE20260324,353803679,0,E3RNN,"2112 KENNETH AVE",CLEVELAND,44109
03/24/26,OHASB06,03/24/26,ASOFFICE20260324,353803963,0,E3RNN,"4449 W 30TH ST",CLEVELAND,44109
03/24/26,OHASB06,03/24/26,ASOFFICE20260324,353825113,0,FII,"4135  MARVIN AVENUE",CLEVELAND,44109
03/24/26,OHASB06,03/24/26,ASOFFICE20260324,353825123,0,FII,"6180  JAMESTOWN DR",PARMA,44134
03/24/26,OHASB06,03/24/26,ASOFFICE20260324,353828688,0,DFI,"7501  JAMESON ROAD",PARMA,44129
03/24/26,OHASB06,03/24/26,ASOFFICE20260324,353831749,0,FII,"7827    DOGWOOD LN",PARMA,44130
03/24/26,OHASB06,03/24/26,ASOFFICE20260324,353843712,0,FI,"27000  SPRINGSIDE LN","OLMSTED FALLS",44138
03/24/26,OHASB06,03/24/26,ASOFFICE20260324,353843761,0,FI,"5737  DOROTHY DR","NORTH OLMSTED",44070
03/24/26,OHASB06,03/24/26,ASOFFICE20260324,353844174,0,FI,"5776    NORWOOD DR",BROOKPARK,44142
03/24/26,OHASB06,03/24/26,ASOFFICE20260324,353848637,0,FII,"3419W 95TH ST",CLEVELAND,44102
03/24/26,OHASB06,03/24/26,ASOFFICE20260324,353849342,0,FII,"3500  W 91ST ST",CLEVELAND,44102
03/24/26,OHASB06,03/24/26,ASOFFICE20260324,353849763,0,FII,"5305    AMHERST DR",PARMA,44129
03/24/26,OHASB06,03/24/26,ASOFFICE20260324,353850104,0,DF1,"7506    MANHATTAN AVE",PARMA,44129
03/24/26,OHASB06,03/24/26,ASOFFICE20260324,353854043,0,DF1,"3312    ARCHMERE AVE",CLEVELAND,44109
03/24/26,OHASB06,03/24/26,ASOFFICE20260324,353854735,0,DF1,"6400    AYLESWORTH DR","PARMA HEIGHTS",44130
03/24/26,OHASB06,03/24/26,ASOFFICE20260324,353854986,0,DF1,"6615  LAVERNE AVE",PARMA,44129
03/24/26,OHASB06,03/24/26,ASOFFICE20260324,353855714,0,DF1,"15687   HOLLAND RD","BROOK PARK",44142
03/24/26,OHASB06,03/24/26,ASOFFICE20260324,353856043,0,DF1,"26445   CRANAGE RD","OLMSTED FALLS",44138
03/24/26,OHASB06,03/24/26,ASOFFICE20260324,353856093,0,DF1,"4366    MICHAEL AVE","NORTH OLMSTED",44070
03/24/26,OHASB06,03/24/26,ASOFFICE20260324,353856194,0,DF1,"13621  KIRTON AVE",CLEVELAND,44135
03/24/26,OHASB06,03/24/26,ASOFFICE20260324,353856550,0,WFFIF,"380  CROSSBROOK DR",BEREA,44017
03/24/26,OHASB06,03/24/26,ASOFFICE20260324,353856660,0,WFFIF,"26969  TALL OAKS TRL","OLMSTED FALLS",44138
03/24/26,OHASB06,03/24/26,ASOFFICE20260324,353859115,0,FI,"9621 Grist Mill Run","Olmsted Falls",44138
03/24/26,OHASB06,03/24/26,ASOFFICE20260324,353860560,0,FI,"17310 VALLEYVIEW AVENUE",CLEVELAND,44135
03/24/26,OHASB06,03/24/26,ASOFFICE20260324,353860722,0,FI,"5816 Decker Rd","North Olmsted",44070
03/24/26,OHASB06,03/24/26,ASOFFICE20260324,353861795,0,FI,"4661  PELHAM DR",BROOKLYN,44144
03/24/26,OHASB06,03/24/26,ASOFFICE20260324,353861916,0,FI,"10252 Greenheath Dr,","Parma Heights",44130
03/24/26,OHASB06,03/24/26,ASOFFICE20260324,353862328,0,FI,"9463 Crestwood Dr","Parma Heights",44130
03/24/26,OHASB06,03/24/26,ASOFFICE20260324,353862877,0,FI,"3654 W 148th St",Cleveland,44111
03/24/26,OHASB06,03/24/26,ASOFFICE20260324,353863389,0,FII,"3764 W. 134th St",Cleveland,44111
03/24/26,OHASB06,03/24/26,ASOFFICE20260324,353864135,0,FI,"13601 Emery Ave",Cleveland,44135
03/24/26,OHASB06,03/24/26,ASOFFICE20260324,353864283,0,FI,"4197 W 50th St",Cleveland,44144
03/24/26,OHASB06,03/24/26,ASOFFICE20260324,353867781,0,FI,"8283 Falls Glen Ln","Olmsted Falls",44138
03/24/26,OHASB06,03/24/26,ASOFFICE20260324,353868427,0,FI,"24608 Meadow Ln",Westlake,44145
03/24/26,OHASB06,03/24/26,ASOFFICE20260324,353873411,0,DF1,"14912  FERNWAY AVE",CLEVELAND,44111
03/24/26,OHASB06,03/24/26,ASOFFICE20260324,353873563,0,USFI,"4241W 50TH ST",CLEVELAND,44144
03/24/26,OHASB06,03/24/26,ASOFFICE20260324,353873601,0,USFI,"13914  SAN DIEGO AVENUE",CLEVELAND,44111
03/24/26,OHASB06,03/24/26,ASOFFICE20260324,353874374,0,FI,"27017 PONDSIDE POINT","OLMSTED FALLS",44138
03/24/26,OHASB06,03/24/26,ASOFFICE20260324,353874385,0,FI,"12909 SPRECHER AVENUE",CLEVELAND,44135
03/24/26,OHASB06,03/24/26,ASOFFICE20260324,353883577,0,FI,"15935 ELEANORE DR",CLEVELAND,44135
03/24/26,OHASB06,03/24/26,ASOFFICE20260324,353896646,0,USFINT,"3323W 129TH ST",CLEVELAND,44111
03/24/26,OHASB06,03/24/26,ASOFFICE20260324,353896809,0,WFFIF,"13517  SHERRY AVE",CLEVELAND,44135
03/24/26,OHASB21,03/24/26,ASOFFICE20260324,353547164,0,E3RNN,"3282 S COUNTY ROAD 7",TIFFIN,44883
03/24/26,OHASB21,03/24/26,ASOFFICE20260324,353737111,0,E3RNN,"82 1ST AVE",TIFFIN,44883
03/24/26,OHASB21,03/24/26,ASOFFICE20260324,353772928,0,E3RNN,"237 W TIFFIN ST",FOSTORIA,44830
03/24/26,OHASB21,03/24/26,ASOFFICE20260324,353776606,0,FIGRAS,"625 WEST TWP RD 15","OLD FORT",44861
03/24/26,OHASB21,03/24/26,ASOFFICE20260324,353776608,0,FIGRAS,"4 E TOWNSHIP RD 132",TIFFIN,44883
03/24/26,OHASB21,03/24/26,ASOFFICE20260324,353778304,0,FI,"20      PONDS SIDE DR",FREMONT,43420
03/24/26,OHASB21,03/24/26,ASOFFICE20260324,353802284,0,WAFIDC,"26 E HIGH ST",ATTICA,44807
03/24/26,OHASB21,03/24/26,ASOFFICE20260324,353823582,0,E3RNN,"709 WESTHAVEN DR",FOSTORIA,44830
03/24/26,OHASB21,03/24/26,ASOFFICE20260324,353825089,0,FINC,"3914 NORTH STATE ROUTE 53",FREMONT,43420
03/24/26,OHASB21,03/24/26,ASOFFICE20260324,353826020,0,FII,"29      MELISSA ST",TIFFIN,44883
03/24/26,OHASB21,03/24/26,ASOFFICE20260324,353829991,0,FII,"30 MAPLEWOOD AVENUE",TIFFIN,44883
03/24/26,OHASB21,03/24/26,ASOFFICE20260324,353842238,0,E3RNN,"170 4TH AVE",TIFFIN,44883
03/24/26,OHASB21,03/24/26,ASOFFICE20260324,353849896,0,DF1,"843     CORY ST",FOSTORIA,44830
03/24/26,OHASB21,03/24/26,ASOFFICE20260324,353852240,0,DF1,"351     COLLEGE AVE",FOSTORIA,44830
03/24/26,OHASB21,03/24/26,ASOFFICE20260324,353852268,0,DFI,"30  WENTZ ST",TIFFIN,44883
03/24/26,OHASB21,03/24/26,ASOFFICE20260324,353852816,0,DF1,"3960  W COUNTY RD 52",TIFFIN,44883
03/24/26,OHASB21,03/24/26,ASOFFICE20260324,353852870,0,DF1,"640   E SPAYTH ST",TIFFIN,44883
03/24/26,OHASB21,03/24/26,ASOFFICE20260324,353852901,0,DF1,"1665N UNION ST",FOSTORIA,44830
03/24/26,OHASB21,03/24/26,ASOFFICE20260324,353853257,0,DF1,"98      MIDDLE ST",FREMONT,43420
03/24/26,OHASB21,03/24/26,ASOFFICE20260324,353854076,0,DF1,"564     BULGER AVE",FOSTORIA,44830
03/24/26,OHASB21,03/24/26,ASOFFICE20260324,353854157,0,DF1,"69  SYCAMORE WOODS LANE",TIFFIN,44883
03/24/26,OHASB21,03/24/26,ASOFFICE20260324,353854494,0,DF1,"852   N MAIN ST",FOSTORIA,44830
03/24/26,OHASB21,03/24/26,ASOFFICE20260324,353854661,0,DF1,"48W NEW HAVEN ST",BLOOMVILLE,44818
03/24/26,OHASB21,03/24/26,ASOFFICE20260324,353855266,0,DF1,"318W PERRY ST",TIFFIN,44883
03/24/26,OHASB21,03/24/26,ASOFFICE20260324,353855614,0,DF1,"409E STATE STREET",FREMONT,43420
03/24/26,OHASB21,03/24/26,ASOFFICE20260324,353856295,0,DF1,"227     WATSON AVE",FOSTORIA,44830
03/24/26,OHASB21,03/24/26,ASOFFICE20260324,353859726,0,FI,"320 S Wood St",Fremont,43420
03/24/26,OHASB21,03/24/26,ASOFFICE20260324,353871110,0,FII,"338  COLLEGE AVE",FOSTORIA,44830
03/24/26,PAASB156,03/24/26,ASOFFICE20260324,353689352,0,FINT,"604  8TH ST",IRWIN,15642
03/24/26,PAASB156,03/24/26,ASOFFICE20260324,353721685,0,FI,"1010N 2ND ST",JEANNETTE,15644
03/24/26,PAASB156,03/24/26,ASOFFICE20260324,353760987,0,DF1,"4357    STATE RT 136",GREENSBURG,15601
03/24/26,PAASB156,03/24/26,ASOFFICE20260324,353799902,0,FI,"349 STONE CHURCH RD",HUNKER,15639
03/24/26,PAASB156,03/24/26,ASOFFICE20260324,353807179,0,FII,"726     SIDNEY ST",GREENSBURG,15601
03/24/26,PAASB156,03/24/26,ASOFFICE20260324,353814811,0,FII,"254  JACOB S WAY",GREENSBURG,15601
03/24/26,PAASB156,03/24/26,ASOFFICE20260324,353816668,0,FINC,"624 CLEVELAND ST",GREENSBURG,15601
